measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,79,Finland,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000732821,0.000819249,0.000664543
6,Incidence,95,United Kingdom,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000640185,0.000701938,0.000580611
6,Incidence,17,Sri Lanka,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.001316988,0.001440496,0.001198554
6,Incidence,67,Japan,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000758791,0.000866756,0.000668504
6,Incidence,92,Spain,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.001014373,0.001097845,0.000933048
6,Incidence,123,Peru,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000337486,0.000367609,0.0003112
6,Incidence,6,China,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000872823,0.000965861,0.000785478
6,Incidence,161,Bangladesh,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000460147,0.000496016,0.000425958
6,Incidence,130,Mexico,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000958301,0.001061061,0.000854567
6,Incidence,163,India,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000424569,0.00047087,0.000381002
6,Incidence,125,Colombia,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.00055951,0.000618999,0.000505643
6,Incidence,20,Viet Nam,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.00050324,0.000547867,0.00046016
6,Incidence,217,Sierra Leone,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000235809,0.000263277,0.000212345
6,Incidence,165,Pakistan,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000451232,0.000502519,0.000403489
6,Incidence,214,Nigeria,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000177103,0.000196818,0.000159199
6,Incidence,180,Kenya,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,9.15E-05,0.000101941,8.19E-05
6,Incidence,206,Gambia,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000264107,0.000291561,0.000239758
6,Incidence,385,Puerto Rico,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.001466475,0.001591785,0.001344392
6,Incidence,44566,European Region,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000651792,0.000712545,0.000599997
6,Incidence,44587,African Union,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000279308,0.000305577,0.000255374
6,Incidence,86,Italy,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.000705347,0.000813402,0.000621071
